x,y,color
1.33641083297,-12.7092951892,r
3.9737967303,0.417853619679,c
-12.7793653254,3.99570545726,b
1.33641083297,-12.7092951892,r
3.9737967303,0.417853619679,c
-12.7793653254,3.99570545726,b
1.23240854749,-11.7202312623,r
4.07779901577,0.428789692757,c
-11.784848394,4.10028113836,b
1.12840626202,-10.7311673354,r
4.18180130124,0.439725765836,c
-10.7903314625,4.20485681947,b
1.23240854749,-11.7202312623,r
4.07779901577,0.428789692757,c
-11.784848394,4.10028113836,b
1.23240854749,-11.7202312623,r
4.07779901577,0.428789692757,c
-11.784848394,4.10028113836,b
1.02440397655,-9.74210340843,r
4.28580358672,0.450661838914,c
-9.7958145311,4.30943250057,b
0.920401691073,-8.75303948151,r
4.38980587219,0.461597911992,c
-8.80129759966,4.41400818167,b
1.23240854749,-11.7202312623,r
4.07779901577,0.428789692757,c
-11.784848394,4.10028113836,b
0.816399405599,-7.76397555459,r
4.49380815766,0.47253398507,c
-7.80678066822,4.51858386278,b
0.816399405599,-7.76397555459,r
4.49380815766,0.47253398507,c
-7.80678066822,4.51858386278,b
1.12840626202,-10.7311673354,r
4.18180130124,0.439725765836,c
-10.7903314625,4.20485681947,b
1.23240854749,-11.7202312623,r
4.07779901577,0.428789692757,c
-11.784848394,4.10028113836,b
0.712397120126,-6.77491162767,r
4.59781044314,0.483470058148,c
-6.81226373678,4.62315954388,b
1.12840626202,-10.7311673354,r
4.18180130124,0.439725765836,c
-10.7903314625,4.20485681947,b
0.608394834652,-5.78584770075,r
4.70181272861,0.494406131226,c
-5.81774680534,4.72773522498,b
1.12840626202,-10.7311673354,r
4.18180130124,0.439725765836,c
-10.7903314625,4.20485681947,b
1.02440397655,-9.74210340843,r
4.28580358672,0.450661838914,c
-9.7958145311,4.30943250057,b
0.608394834652,-5.78584770075,r
4.70181272861,0.494406131226,c
-5.81774680534,4.72773522498,b
0.712397120126,-6.77491162767,r
4.59781044314,0.483470058148,c
-6.81226373678,4.62315954388,b
1.12840626202,-10.7311673354,r
4.18180130124,0.439725765836,c
-10.7903314625,4.20485681947,b
0.712397120126,-6.77491162767,r
4.59781044314,0.483470058148,c
-6.81226373678,4.62315954388,b
1.23240854749,-11.7202312623,r
4.07779901577,0.428789692757,c
-11.784848394,4.10028113836,b
0.504392549178,-4.79678377382,r
4.80581501409,0.505342204304,c
-4.8232298739,4.83231090608,b
1.23240854749,-11.7202312623,r
4.07779901577,0.428789692757,c
-11.784848394,4.10028113836,b
1.23240854749,-11.7202312623,r
4.07779901577,0.428789692757,c
-11.784848394,4.10028113836,b
0.608394834652,-5.78584770075,r
4.70181272861,0.494406131226,c
-5.81774680534,4.72773522498,b
0.608394834652,-5.78584770075,r
4.70181272861,0.494406131226,c
-5.81774680534,4.72773522498,b
0.400390263705,-3.8077198469,r
4.90981729956,0.516278277382,c
-3.82871294246,4.93688658719,b
0.608394834652,-5.78584770075,r
4.70181272861,0.494406131226,c
-5.81774680534,4.72773522498,b
1.12840626202,-10.7311673354,r
4.18180130124,0.439725765836,c
-10.7903314625,4.20485681947,b
0.608394834652,-5.78584770075,r
4.70181272861,0.494406131226,c
-5.81774680534,4.72773522498,b
1.23240854749,-11.7202312623,r
4.07779901577,0.428789692757,c
-11.784848394,4.10028113836,b
0.712397120126,-6.77491162767,r
4.59781044314,0.483470058148,c
-6.81226373678,4.62315954388,b
1.23240854749,-11.7202312623,r
4.07779901577,0.428789692757,c
-11.784848394,4.10028113836,b
1.12840626202,-10.7311673354,r
4.18180130124,0.439725765836,c
-10.7903314625,4.20485681947,b
1.23240854749,-11.7202312623,r
4.07779901577,0.428789692757,c
-11.784848394,4.10028113836,b
0.504392549178,-4.79678377382,r
